Loan_ID,Bank,Customer_Name,Gender,Married,Dependents,Education,Employment_Status,Applicant_Income,Coapplicant_Income,Loan_Amount,Loan_Term_Months,Credit_History,Property_Area,Age,Loan_Status,CIBIL_Score,Annual_Household_Income,Debt_to_Income_Ratio,Purpose_of_Loan,Existing_EMIs,Number_of_Previous_Loans,Default_History_Count,Employment_Length_Years,Business_Type,Asset_Value,Guarantor,Co-signer_Relationship,Monthly_Expense,Organization_Type,Region_Branch,Mobile_Verified,Email_Verified,Institutional_Relationships,Application_Text,Customer_Feedback,Agent_Notes,Loan_to_Annual_Income,Customer_Sentiment,Religion,State,City,PIN_Code,Aadhaar_Synthetic,Phone_Number,Email,Occupation
237,0,24,1,0,0,0,3,18368,7590,452737,36,1,0,27,1,678,311496,1.52,2,39444,2,0,0,1,1196391,0,3,3666,1,0,1,1,4,1,2,4,1.453,2,2,8,10,621047,816000000000.0,9369294455,24,15
238,0,18,1,1,1,1,1,11148,13178,8273447,360,1,2,27,1,604,291912,0.378,3,9185,0,0,2,1,293293,0,4,13325,1,2,1,0,3,0,0,4,28.342,2,2,2,18,10159,683000000000.0,9487120602,18,8
239,0,1,1,1,0,0,0,22297,25610,103108,36,1,0,36,0,666,574884,0.125,4,5974,1,0,5,1,1242013,0,4,18969,0,2,1,1,2,1,2,0,0.179,0,2,6,16,303178,867000000000.0,9999101576,1,2
240,0,31,1,1,0,1,1,30706,12307,3958440,180,1,2,18,1,726,516156,0.707,3,30416,2,0,1,1,1099383,0,4,17981,2,1,1,1,3,217,2,2,7.669,1,2,7,28,445569,723000000000.0,9657289413,31,7
241,0,33,0,0,1,0,1,22360,21169,226034,12,1,1,37,0,756,522348,0.194,6,8441,1,0,5,1,1656835,0,4,13197,2,0,1,1,3,210,0,1,0.433,2,3,1,25,309196,98898645652.0,9203684995,33,15
242,0,32,0,1,2,1,3,14023,13021,1799951,360,0,1,28,1,542,324528,0.592,3,15999,0,0,4,1,473282,0,2,13721,0,4,1,1,2,221,1,3,5.546,2,2,8,21,499243,214000000000.0,9342138820,32,0
243,0,13,1,0,0,0,1,32514,21611,320571,12,1,0,37,0,688,649500,0.332,4,17986,0,0,3,1,1823219,1,4,14892,1,2,1,1,0,166,2,0,0.494,2,2,5,9,172761,307000000000.0,9741176741,13,17
244,0,18,1,0,0,0,1,16686,0,1409388,60,0,1,25,1,621,200232,2.288,1,38172,0,1,0,1,569886,0,3,13653,1,5,1,1,0,0,2,0,7.039,1,2,9,24,589308,151000000000.0,9150618538,18,0
245,0,12,1,1,0,0,1,48928,0,6255718,300,1,2,33,1,600,587136,0.454,3,22190,2,0,1,1,1490904,0,1,25419,0,3,1,0,3,141,4,2,10.655,2,3,4,17,67324,296000000000.0,9231830617,12,4
246,0,4,1,0,1,0,1,46140,11795,95841,48,1,0,30,0,686,695220,0.166,6,9621,1,0,0,1,2498784,0,4,24203,0,1,1,1,1,1,2,0,0.138,2,2,3,11,980397,206000000000.0,9434776958,4,6
247,0,4,1,0,1,0,1,54201,0,648052,60,1,2,25,0,670,650412,0.014,6,777,1,0,3,1,1572999,0,2,22380,4,6,1,1,4,221,2,2,0.996,2,2,9,12,966465,315000000000.0,9156277963,4,16
248,0,27,0,0,2,0,1,19520,10898,142638,12,0,2,46,0,697,365016,0.0,6,0,2,1,0,1,335563,1,4,10261,1,1,1,1,2,205,3,3,0.391,1,1,9,6,454552,836000000000.0,9640473504,27,2
249,0,32,1,0,0,0,1,40419,33009,366243,48,1,2,50,0,656,881136,0.645,5,47363,3,0,0,1,2702747,0,2,41488,4,0,1,1,4,187,4,0,0.416,2,2,7,8,536032,928000000000.0,9061558108,32,9
250,0,23,0,1,1,0,1,75757,0,7041233,300,1,1,37,0,726,909084,0.059,3,4440,1,0,6,1,3814107,0,3,25367,3,1,1,1,0,221,2,0,7.745,1,3,8,10,423410,329000000000.0,9300081867,23,0
251,0,0,1,0,1,0,1,25044,0,4475993,240,1,1,36,1,660,300528,0.619,3,15505,1,0,2,1,682276,0,4,11233,4,2,1,1,1,217,0,1,14.894,1,2,6,4,59265,403000000000.0,9118600892,0,15
252,0,31,0,0,0,1,1,35211,0,204907,36,1,1,34,0,644,422532,0.287,2,10122,1,0,1,1,938805,0,3,17553,0,5,1,1,1,221,2,1,0.485,0,2,3,26,263474,395000000000.0,9497646136,31,4
253,0,18,1,1,1,0,1,30714,0,2988394,120,1,0,25,1,670,368568,1.212,1,37232,1,0,3,1,1050197,0,4,24244,4,0,1,0,3,215,0,2,8.108,2,2,9,6,567576,488000000000.0,9390637579,18,15
254,0,31,0,1,1,0,1,34810,0,713636,48,1,2,20,0,636,417720,0.0,2,0,0,0,6,1,1942393,1,3,12306,4,6,1,1,3,78,2,0,1.708,0,2,9,6,798919,212000000000.0,9978930746,31,7
255,0,32,1,1,1,0,1,50214,36816,4408995,360,1,0,48,0,701,1044360,0.337,3,29296,1,0,1,1,3585328,0,4,34629,2,2,1,1,3,118,0,3,4.222,2,2,8,14,869544,59960438787.0,9535778811,32,11
256,0,25,1,1,0,0,1,40922,0,914159,72,1,2,40,0,702,491064,0.435,0,17799,1,0,10,1,1315754,0,4,17890,2,3,1,1,4,221,3,4,1.862,0,3,2,18,380299,203000000000.0,9287286604,25,15
257,0,32,1,0,1,0,2,3000,2120,373297,48,0,2,44,1,649,61440,3.491,2,17873,2,1,0,1,0,0,4,2000,2,6,1,1,1,74,3,3,6.076,2,2,7,28,843141,486000000000.0,9589477352,32,14
258,0,18,1,1,1,0,1,52543,38533,224179,12,1,2,34,0,684,1092912,0.322,5,29320,2,0,0,1,2782446,0,3,41561,2,4,1,1,2,1,4,1,0.205,0,2,5,9,387417,706000000000.0,9187510979,18,14
259,0,23,0,1,2,0,1,14238,0,580185,24,0,0,39,1,583,170856,2.275,2,32397,1,0,1,1,134522,1,1,10743,3,2,1,0,2,1,4,4,3.396,1,3,2,18,85579,835000000000.0,9648831921,23,9
260,0,29,1,1,0,1,1,15584,0,1553478,240,1,0,18,1,685,187008,1.314,3,20470,0,0,8,1,1610134,0,1,15584,0,2,1,1,2,1,3,3,8.307,2,3,9,12,542101,491000000000.0,9973203319,29,17
261,0,18,1,1,1,0,1,59470,0,1078150,60,1,2,49,0,636,713640,0.0,0,0,1,0,6,1,2692528,1,1,33971,2,2,1,1,2,1,2,4,1.511,2,2,6,3,217905,705000000000.0,9813866675,18,7
262,0,39,1,0,2,0,2,3000,3362,2333119,240,1,2,21,1,794,76344,6.704,3,42652,2,0,3,3,321186,0,2,2000,1,0,1,1,4,217,3,3,30.561,2,3,5,1,723434,819000000000.0,9186520575,39,11
263,0,38,0,1,1,0,1,96646,23567,525522,36,0,2,33,0,496,1442556,0.0,2,0,0,0,1,1,4949370,0,3,60236,1,5,1,1,1,0,3,4,0.364,1,2,0,23,709185,837000000000.0,9945154809,38,5
264,0,13,1,0,2,0,2,47615,0,1969454,120,1,1,30,0,796,571380,0.574,1,27334,1,0,2,1,1485258,0,1,14472,0,6,1,1,4,215,0,0,3.447,2,2,4,19,682364,476000000000.0,9727810509,13,17
265,0,4,0,1,2,1,2,3000,3028,5165081,300,1,2,34,1,652,72336,1.427,3,8602,1,0,0,1,190752,0,1,5241,0,3,1,1,4,221,0,3,71.404,0,2,6,3,344674,161000000000.0,9055295806,4,11
266,0,13,1,1,0,0,1,54286,0,2706402,360,0,0,49,1,585,651432,0.539,3,29247,0,0,2,1,1674868,0,4,21244,3,1,1,1,1,100,0,0,4.155,2,2,4,17,598834,382000000000.0,9620448515,13,2
267,0,33,0,0,3,1,2,51235,0,4275362,240,1,1,21,1,650,614820,0.743,3,38054,0,0,2,1,1261567,0,2,14721,2,2,1,1,1,116,1,3,6.954,1,3,3,13,311311,197000000000.0,9203571343,33,17
268,0,0,0,1,0,1,2,45941,0,578007,240,0,1,41,0,578,551292,0.688,1,31598,1,0,5,5,1269079,0,3,22303,4,0,0,1,4,60,0,2,1.048,1,2,9,12,500242,642000000000.0,9244741759,0,12
269,0,18,1,1,0,1,1,5000,0,2915916,240,1,1,45,0,693,60000,0.0,1,0,1,0,2,1,0,0,4,2000,3,2,1,1,4,221,0,1,48.599,2,2,8,10,400113,872000000000.0,9435884183,18,5
270,0,38,1,0,0,0,1,12540,13258,693932,300,1,0,52,0,648,309576,0.132,3,3412,0,0,5,1,1151996,0,4,12298,3,4,1,1,3,1,4,1,2.242,2,2,0,5,425979,402000000000.0,9690515026,38,6
271,0,17,1,0,0,1,2,36122,0,4125531,120,1,2,39,0,616,433464,0.0,3,0,1,0,3,1,1277754,0,4,11032,3,3,1,1,3,1,1,0,9.518,0,2,8,21,579822,125000000000.0,9996673459,17,1
272,0,6,0,1,1,0,2,58076,0,261994,48,1,1,40,0,731,696912,0.0,0,0,2,0,2,0,2170540,0,0,37739,0,3,1,1,3,221,1,0,0.376,1,3,1,27,395166,640000000000.0,9028249839,6,17
273,0,17,0,1,2,0,3,0,0,1723577,360,0,0,23,1,579,0,33083.0,1,33083,0,0,1,1,490368,0,4,0,0,1,1,1,0,1,1,2,100.0,2,2,6,16,946507,501000000000.0,9324412336,17,8
274,0,31,0,1,3,0,0,15141,0,267459,60,1,1,28,0,669,181692,0.0,4,0,1,0,7,1,186043,1,1,7713,1,5,1,0,4,1,4,2,1.472,1,2,0,20,11947,851000000000.0,9673162526,31,1
275,0,13,1,0,0,0,1,30953,0,6156409,360,1,2,45,1,632,371436,0.841,3,26039,1,0,0,1,1879475,0,1,10038,0,2,1,1,2,221,2,2,16.575,1,2,9,24,765270,697000000000.0,9355580996,13,8
276,0,33,1,1,0,1,3,7230,0,127822,60,0,2,29,1,548,86760,1.671,5,12081,0,0,0,1,389080,0,0,2000,2,1,1,0,0,178,2,2,1.473,1,3,0,20,139253,730000000000.0,9446704622,33,13
277,0,28,1,0,2,0,1,46036,10716,857370,36,1,0,36,0,633,681024,0.571,0,32430,0,0,5,1,2898625,0,2,21118,4,5,1,1,3,0,4,2,1.259,2,0,5,15,510788,715000000000.0,9707660464,28,15
278,0,0,1,0,1,0,3,0,0,383360,48,1,1,20,1,725,0,38342.0,5,38342,1,0,2,1,0,0,3,0,1,2,1,1,4,190,3,2,100.0,2,2,3,26,608997,858000000000.0,9205943897,0,11
279,0,17,1,0,0,1,1,18405,952,1588235,240,1,2,23,1,804,232284,1.781,1,34478,1,0,6,1,0,1,4,6327,1,6,1,1,3,215,1,1,6.837,0,2,4,22,904724,402000000000.0,9408424560,17,2
280,0,32,1,0,2,0,1,54825,54048,3630508,300,1,0,43,0,716,1306476,0.374,3,40688,1,0,0,1,3360044,1,2,55655,4,1,0,1,1,1,2,1,2.779,1,2,8,21,499544,91508632181.0,9227645793,32,3
281,0,4,1,1,0,1,1,25418,0,272096,48,1,0,42,0,613,305016,0.656,6,16682,1,0,7,1,1228693,0,4,16996,3,1,1,1,3,221,3,3,0.892,0,2,3,26,494333,15502916815.0,9466024161,4,9
282,0,13,1,1,0,0,1,30636,0,58160,60,1,1,48,0,702,367632,0.527,4,16134,2,0,0,1,592364,0,4,12579,1,1,1,1,3,0,3,0,0.158,0,2,3,26,71110,499000000000.0,9248096244,13,16
283,0,6,1,0,1,0,1,75845,72857,3053789,360,1,1,27,0,676,1784424,0.082,3,12172,0,0,5,1,5146668,0,3,58846,3,4,1,1,2,217,0,4,1.711,2,3,7,8,553404,62447951330.0,9531949796,6,1
284,0,31,1,1,0,1,1,84800,0,422225,24,1,0,37,0,650,1017600,0.219,2,18555,0,0,5,1,3122314,0,2,37934,3,5,1,1,3,1,2,1,0.415,1,2,5,1,631853,781000000000.0,9826460917,31,4
285,0,4,1,1,2,1,2,19830,0,399139,24,1,0,21,0,698,237960,0.0,5,0,1,0,0,2,639447,0,2,19652,3,0,1,1,1,219,0,0,1.677,0,2,8,14,894517,385000000000.0,9295966048,4,6
286,0,0,1,1,2,0,3,6877,0,1957130,360,0,1,53,1,475,82524,6.454,1,44387,1,0,0,1,0,0,4,2000,1,0,1,1,1,1,3,0,23.716,0,2,0,5,281610,827000000000.0,9226865369,0,5
287,0,38,0,1,3,1,0,3423,0,9434419,180,1,2,33,1,734,41076,10.302,3,35264,1,0,1,1,0,0,1,2000,1,0,0,0,3,160,4,3,229.682,0,2,8,21,895872,159000000000.0,9226408572,38,15
288,0,31,1,1,1,1,1,73489,0,7590,48,0,1,34,0,557,881868,0.0,5,0,0,0,3,1,2473180,0,2,29653,0,0,1,1,3,0,2,1,0.009,2,2,7,28,676397,663000000000.0,9960593297,31,8
289,0,13,1,0,3,0,1,97012,0,201885,36,1,2,26,0,664,1164144,0.124,5,12001,1,0,1,1,4199753,0,2,47576,1,2,1,1,2,1,0,1,0.173,2,2,8,14,659210,969000000000.0,9524103977,13,10
290,0,20,2,1,0,0,3,0,0,367193,24,0,1,29,1,562,0,4604.0,5,4604,0,0,0,1,0,1,2,0,3,3,1,1,4,188,1,4,100.0,1,4,3,26,97722,328000000000.0,9068761648,20,15
291,0,0,0,0,3,1,3,5036,0,363559,60,0,1,18,1,580,60432,0.343,5,1729,3,0,1,1,0,0,4,3666,1,3,1,1,0,221,2,4,6.016,1,2,3,13,503946,808000000000.0,9611249125,0,11
292,0,9,0,0,0,1,2,37674,17208,487715,60,1,2,47,0,732,658584,0.0,2,0,3,0,0,1,1846729,0,4,18580,2,1,1,1,3,0,1,0,0.741,2,3,8,14,454953,373000000000.0,9475749490,9,17
293,0,13,1,1,2,0,1,41296,23539,226276,36,1,2,29,0,659,778020,0.48,6,31140,1,0,10,1,1932844,0,4,32061,4,5,1,1,4,220,4,0,0.291,2,2,6,16,24911,404000000000.0,9742229464,13,10
294,0,13,1,1,1,0,1,86422,0,1975288,360,1,1,43,0,668,1037064,0.185,1,15978,4,0,0,1,2845809,0,0,33623,1,0,1,1,4,0,0,2,1.905,1,2,4,17,469301,943000000000.0,9252985856,13,6
295,0,0,1,0,0,1,1,53243,0,595022,48,1,2,36,0,810,638916,0.209,5,11131,1,0,5,1,1681865,1,4,17052,0,0,1,1,1,221,0,3,0.931,2,2,6,16,634941,728000000000.0,9491357790,0,3
296,0,25,0,1,0,0,1,42283,0,1417993,36,0,2,52,1,576,507396,0.253,0,10684,0,0,2,1,951569,1,1,17088,0,5,1,1,1,7,2,2,2.795,2,3,0,23,976586,351000000000.0,9107983342,25,10
297,0,21,1,1,1,0,0,35348,0,2223348,180,0,1,36,1,500,424176,1.355,1,47907,3,0,0,1,2212929,1,4,4014,2,4,0,1,3,1,0,0,5.242,0,1,0,23,62680,721000000000.0,9403339977,21,15
298,0,1,1,0,1,1,1,10796,8452,3819853,180,1,2,20,0,678,230976,0.0,3,0,1,0,0,1,36846,0,4,7089,0,4,1,1,3,110,4,2,16.538,0,2,5,15,591009,514000000000.0,9397490961,1,2
299,0,13,1,1,1,0,0,8903,2523,572078,60,1,0,36,1,697,137112,2.719,4,31066,2,0,3,1,12240,0,3,7348,1,1,1,1,4,174,4,3,4.172,2,2,0,23,172775,970000000000.0,9844483548,13,3
300,0,32,1,1,0,0,3,4003,0,449361,60,1,2,35,1,705,48036,8.424,2,33721,0,0,0,1,382514,0,3,2000,1,6,1,0,2,0,2,3,9.355,2,2,9,24,451145,713000000000.0,9641758231,32,10
301,0,6,0,1,1,1,2,45015,0,1191790,360,1,0,32,0,623,540180,0.0,1,0,2,0,0,1,324769,0,3,14458,3,5,1,1,4,221,0,4,2.206,2,3,0,5,47014,846000000000.0,9236229258,6,6
302,0,27,1,0,0,0,1,21575,15116,8117329,180,1,0,33,0,684,440292,0.698,3,25601,2,0,0,1,1512501,0,4,13658,3,4,1,1,0,1,4,0,18.436,0,1,3,26,736223,435000000000.0,9469660606,27,12
303,0,17,0,1,2,0,3,31483,0,94415,24,0,0,33,0,550,377796,0.023,4,730,0,0,0,1,656078,0,4,16758,3,5,1,0,3,176,0,1,0.25,1,2,6,4,555693,403000000000.0,9883398741,17,8
304,0,38,0,0,1,0,1,12347,0,303075,36,1,1,25,0,650,148164,0.0,0,0,1,0,2,1,969099,1,3,3608,1,3,0,1,4,221,3,3,2.046,0,2,0,20,304131,580000000000.0,9010548574,38,15
305,0,4,0,1,0,0,0,25159,0,991991,300,1,2,32,1,625,301908,1.14,3,28689,0,0,3,1,95219,0,4,7832,3,0,1,1,0,1,0,2,3.286,1,2,1,0,710609,156000000000.0,9359848840,4,17
306,0,24,1,1,0,1,1,80767,0,198463,36,0,0,25,0,658,969204,0.185,2,14976,2,1,0,1,2900365,0,4,38750,3,6,1,1,4,221,3,3,0.205,2,2,2,7,527585,557000000000.0,9449021666,24,6
307,0,0,1,1,0,0,2,3000,1930,1885970,180,1,2,38,0,606,59160,0.0,1,0,1,0,1,3,0,0,4,4930,0,1,1,1,1,221,2,1,31.879,1,2,4,19,472441,85096085874.0,9951191818,0,14
308,0,17,0,1,0,0,1,50558,64583,881839,240,1,1,41,0,795,1381692,0.286,1,32970,1,0,6,1,4273451,0,2,47890,2,6,1,1,4,215,0,0,0.638,1,2,5,15,757939,979000000000.0,9295786069,17,7
309,0,40,1,1,2,0,1,54674,0,4867180,180,1,0,40,1,769,656088,0.893,3,48836,1,0,2,1,1372250,1,4,24683,0,5,1,1,1,127,0,3,7.418,0,3,4,19,427192,600000000000.0,9739592323,40,7
310,0,31,1,1,0,0,1,62190,0,1028850,36,1,2,28,0,602,746280,0.433,0,26918,0,0,2,1,1793555,0,4,31652,4,1,1,0,3,214,2,4,1.379,2,2,6,3,933671,89028515533.0,9342643350,31,17
311,0,18,1,1,0,0,1,41951,0,485996,48,0,2,48,0,579,503412,0.0,0,0,0,0,1,1,1743279,0,2,15861,3,6,1,1,1,14,1,0,0.965,2,2,1,0,142201,607000000000.0,9911289812,18,9
312,0,2,1,1,0,0,1,38503,11079,517802,24,1,1,35,0,723,594984,0.0,5,0,2,0,1,1,2394283,0,4,22922,0,6,1,0,3,0,4,4,0.87,2,3,2,18,860511,956000000000.0,9170066615,2,12
313,0,33,0,1,0,0,1,35213,18371,706977,72,1,1,37,0,669,643008,0.089,0,4745,1,0,7,1,1990387,0,1,24039,2,6,1,1,2,0,4,4,1.099,0,3,9,12,2585,643000000000.0,9290282270,33,0
314,0,6,0,1,1,0,2,75078,0,1488911,360,1,2,31,0,671,900936,0.254,3,19068,1,0,1,5,3126909,1,2,27666,3,0,0,1,2,91,4,2,1.653,1,3,3,11,984225,460000000000.0,9120734654,6,1
315,0,1,1,1,3,0,1,38711,8422,515562,36,0,0,37,0,564,565596,0.357,5,16825,0,0,0,1,1539276,0,4,19967,1,4,1,1,1,1,0,0,0.912,0,2,4,17,789295,507000000000.0,9210531611,1,6
316,0,29,0,0,1,1,1,77753,0,5886175,300,1,2,29,0,687,933036,0.054,3,4198,0,0,4,1,2887537,0,4,32917,4,4,1,1,1,0,2,4,6.309,1,3,1,25,268917,873000000000.0,9591779323,29,3
317,0,22,0,1,1,0,2,68088,0,7308695,300,1,1,33,0,737,817056,0.317,3,21568,1,0,1,2,2523879,0,2,37626,2,4,1,1,4,221,0,3,8.945,1,4,6,3,529786,312000000000.0,9579889425,22,11
318,0,9,0,1,0,1,2,12412,0,1383687,60,1,2,42,0,749,148944,0.0,0,0,1,0,2,0,994772,0,3,5850,1,2,1,1,1,6,2,0,9.29,2,3,8,10,214189,291000000000.0,9650977539,9,13
319,0,4,1,1,0,1,3,24306,0,3400097,360,1,2,26,1,771,291672,1.773,3,43090,0,0,2,1,918327,1,4,5935,3,4,1,1,3,221,0,1,11.657,2,2,1,0,597260,795000000000.0,9578715841,4,12
320,0,17,1,0,0,1,2,11375,4842,131710,24,1,2,29,0,649,194604,0.336,6,5443,0,0,9,2,479714,1,4,9612,2,3,1,1,3,0,3,1,0.677,0,2,7,8,420750,821000000000.0,9768182683,17,17
321,0,1,0,0,2,0,2,18608,9732,2111719,180,1,2,37,0,656,340080,0.0,1,0,2,0,0,3,718250,0,2,7245,2,1,1,1,1,1,0,2,6.209,0,2,0,20,586788,359000000000.0,9382521293,1,17
322,0,29,1,1,0,0,3,7541,7130,1397148,240,1,0,29,0,760,176052,1.199,1,17594,0,0,0,1,816285,0,2,5604,2,3,1,1,1,32,0,0,7.936,0,3,5,9,587372,634000000000.0,9240148439,29,8
323,0,23,1,0,3,1,3,13730,0,449488,24,1,1,28,1,662,164760,1.526,5,20957,1,0,0,1,526792,0,3,10561,2,0,1,1,2,0,1,2,2.728,0,3,4,22,409252,227000000000.0,9513426192,23,9
324,0,20,0,1,1,0,1,22082,0,10557792,360,1,2,32,0,692,264984,0.134,3,2969,2,0,3,1,467125,1,1,4714,3,6,1,1,2,83,0,1,39.843,1,4,1,0,240925,450000000000.0,9418972154,20,0
325,0,17,1,1,0,1,2,49714,0,1070118,36,1,1,38,0,632,596568,0.358,0,17806,0,0,3,3,1583364,0,0,24554,0,4,1,1,4,1,4,1,1.794,2,2,7,28,59412,177000000000.0,9953766014,17,5
326,0,13,0,1,1,0,3,8017,0,687424,240,1,0,47,1,605,96204,1.504,1,12057,0,0,1,1,725078,0,4,8017,0,0,1,0,0,221,1,0,7.145,0,2,9,24,655070,856000000000.0,9396417899,13,13
327,0,4,0,1,0,1,1,32402,0,4309249,120,0,0,28,0,562,388824,0.0,3,0,2,0,0,1,1054542,0,4,22427,4,3,1,1,2,0,2,3,11.083,1,2,3,13,209355,609000000000.0,9966057798,4,0
328,0,18,0,1,0,1,1,24982,0,973074,240,1,0,45,0,671,299784,0.526,1,13139,0,0,4,1,231859,0,4,15589,4,6,1,1,0,0,1,1,3.246,0,2,7,28,114950,39205146074.0,9555347057,18,5
329,0,17,1,1,1,0,1,90164,0,348360,60,1,0,26,0,752,1081968,0.233,4,21028,0,0,2,1,3237267,0,4,44831,2,1,1,1,3,167,2,1,0.322,0,2,6,3,251279,886000000000.0,9354116597,17,14
330,0,14,1,0,1,0,2,34677,27354,918290,48,0,1,30,1,553,744372,0.242,0,14986,0,2,7,1,2412430,0,4,36553,2,3,1,1,0,0,2,0,1.234,2,4,7,8,657941,476000000000.0,9948848826,14,8
331,0,25,0,1,1,1,1,15020,0,841626,180,0,0,51,0,535,180240,0.0,1,0,1,0,1,1,601229,0,4,15020,3,2,1,1,3,65,1,4,4.669,1,3,0,20,735809,196000000000.0,9499153703,25,4
332,0,38,0,0,0,0,1,60014,0,4345314,240,1,1,46,0,717,720168,0.147,1,8814,1,0,0,1,2908562,0,4,20856,1,3,1,1,3,221,4,0,6.034,0,2,6,16,157922,407000000000.0,9309776889,38,9
333,0,18,1,0,1,0,1,20054,0,3827883,240,1,2,35,1,645,240648,0.487,3,9757,1,0,0,1,644079,0,1,7261,3,6,1,1,4,0,1,2,15.907,0,2,7,8,763841,897000000000.0,9585125389,18,17
334,0,25,0,1,3,0,1,69705,51408,263297,36,1,0,37,0,710,1453356,0.41,5,49678,0,0,1,1,5110198,1,4,50502,1,1,1,1,3,219,1,1,0.181,0,3,2,7,422733,785000000000.0,9079779612,25,16
335,0,4,1,1,1,1,1,55140,0,3100027,300,0,0,19,1,593,661680,0.99,3,54583,1,0,5,1,2477406,0,0,29079,1,1,1,1,0,1,2,1,4.685,1,2,5,1,925823,806000000000.0,9976263748,4,7
336,0,12,0,1,0,1,1,53422,0,3481304,360,1,2,36,0,635,641064,0.416,3,22221,1,0,0,1,3062900,1,4,20562,4,2,1,1,3,217,4,3,5.431,1,3,8,14,157548,986000000000.0,9119186233,12,14
337,0,1,1,0,0,0,2,12853,11343,1172373,240,0,0,35,1,534,290352,0.567,3,13719,2,0,1,0,778052,0,2,13833,0,0,1,1,2,217,4,4,4.038,2,2,6,3,545019,715000000000.0,9521452647,1,8
338,0,1,1,1,0,0,1,38993,32908,4880220,360,1,0,42,0,752,862812,0.43,3,30898,2,0,3,1,3180345,1,1,33899,1,6,1,1,3,128,1,0,5.656,0,2,6,4,4784,634000000000.0,9080512080,1,16
339,0,18,1,0,0,0,2,49250,0,1018908,120,1,2,35,0,610,591000,0.035,1,1705,1,0,2,0,1707947,0,4,16733,3,2,1,1,1,27,2,0,1.724,2,2,8,21,551965,410000000000.0,9351295927,18,14
340,0,0,1,1,0,0,2,81622,0,433449,24,0,0,33,0,700,979464,0.402,5,32805,0,1,0,3,3169303,0,4,40649,4,3,1,1,1,221,4,4,0.443,2,2,5,15,605106,709000000000.0,9821739295,0,2
341,0,12,1,0,0,0,1,68331,0,1269244,240,1,2,25,0,662,819972,0.5,3,34170,1,0,2,1,2251161,0,4,38274,0,2,0,1,1,217,0,1,1.548,1,3,5,1,582634,718000000000.0,9050791815,12,3
342,0,0,1,1,0,0,1,77543,0,6475980,240,0,2,31,1,597,930516,0.377,3,29239,1,0,1,1,2623657,0,4,29288,0,1,1,1,3,217,0,0,6.96,1,2,3,13,869236,887000000000.0,9666170715,0,4
343,0,4,0,1,0,0,1,54712,39651,2713574,360,1,1,31,0,653,1132356,0.189,3,17866,1,0,0,1,3412205,0,4,35326,4,2,1,1,0,217,1,4,2.396,1,2,1,27,166364,647000000000.0,9825080046,4,9
344,0,0,1,1,0,0,1,38159,0,3297733,240,0,2,49,1,542,457908,0.227,1,8673,0,2,0,1,1645240,1,4,16161,1,6,1,1,0,215,2,0,7.202,1,2,8,10,825658,68828503172.0,9351373990,0,0
345,0,32,1,0,0,0,3,0,0,2387382,180,1,0,40,0,629,0,0.0,1,0,1,0,0,1,166359,0,4,0,4,1,0,0,0,0,0,0,100.0,0,2,7,8,792326,140000000000.0,9293946943,32,5
346,0,18,1,0,0,0,1,19274,0,333048,24,1,2,21,0,679,231288,0.791,5,15250,1,0,2,1,777110,0,4,8727,2,2,1,1,0,219,4,0,1.44,2,2,7,8,313956,666000000000.0,9231112712,18,4
347,0,24,1,0,2,1,1,40421,0,193923,24,0,2,18,0,534,485052,0.053,6,2162,0,0,2,1,1360233,1,2,18516,1,1,1,1,3,209,0,3,0.4,0,2,8,14,109660,465000000000.0,9187328077,24,15
348,0,1,0,0,0,0,2,40475,0,1077529,48,0,2,43,1,517,485700,0.947,0,38330,1,3,3,4,1679172,0,2,20885,4,2,1,1,4,1,3,3,2.219,2,2,2,2,412397,62113695727.0,9908335090,1,17
349,0,38,1,0,3,0,1,48554,51035,429966,60,1,2,36,0,621,1195068,0.06,0,5995,2,0,2,1,3167498,0,4,40835,2,4,1,1,2,0,0,0,0.36,2,2,8,21,305519,257000000000.0,9235707139,38,3
350,0,31,0,1,3,0,2,3000,805,546702,72,1,0,41,0,679,45660,0.782,0,2974,4,0,1,5,444365,1,1,2000,3,2,1,1,0,17,4,2,11.973,1,2,9,24,606577,229000000000.0,9255021306,31,16
351,0,38,0,1,1,0,3,5792,2637,431628,36,1,0,43,1,605,101148,0.842,5,7094,1,0,0,1,140120,0,4,2000,1,4,1,1,4,221,3,2,4.267,0,2,3,11,729083,691000000000.0,9496737945,38,2
352,0,0,0,1,0,1,1,78837,0,561977,360,1,1,40,0,715,946044,0.36,1,28402,1,0,4,1,2239183,0,2,37329,3,0,1,0,3,215,0,1,0.594,1,2,1,0,361746,785000000000.0,9642076836,0,17
353,0,32,0,0,1,0,2,56692,0,6888912,120,1,0,38,0,753,680304,0.191,3,10848,0,0,5,0,1920406,0,2,26656,1,1,1,1,2,145,2,1,10.126,0,2,8,14,97989,667000000000.0,9283333939,32,12
354,0,6,1,0,0,0,2,3000,0,594120,48,1,2,39,1,657,36000,4.926,0,14777,1,0,4,1,317213,0,4,2000,2,3,1,1,3,214,4,1,16.503,1,3,1,27,960654,654000000000.0,9603358268,6,11
355,0,29,1,0,1,1,0,15176,0,487578,240,0,2,48,1,549,182112,2.187,1,33186,1,0,0,1,944431,0,1,8276,1,4,1,1,0,215,0,2,2.677,0,3,6,4,661279,36924926932.0,9657327599,29,3
